Date,TempF,Humidity,HrsDaylight,AvgSurfaceAlbedo,DailySumClearskyGHI,AvgPrecipitableWater,AvgAOD,MostFrequentCloudType
5/13/2006,58.3,83.7,14.61318,0.12,7922,1.875,0.217208333,0
5/14/2006,55.8,74.3,14.63984,0.12,7861,1.754166667,0.273458333,3
5/15/2006,55.9,85.3,14.6665,0.12,7877,2.208333333,0.194791667,4
5/16/2006,57.9,79.7,14.69316,0.12,7883,2.3375,0.205291667,6
5/17/2006,64.8,54.7,14.71982,0.12,7912,2.154166667,0.207375,0
5/18/2006,66.1,61,14.74648,0.12,8035,2.241666667,0.19725,0
5/19/2006,57.9,71.4,14.77314,0.12,7892,2.104166667,0.235625,6
5/20/2006,61.4,51,14.7998,0.12,8184,1.725,0.124958333,0
5/21/2006,61.6,43.7,14.8,0.12,8304,1.4625,0.094958333,0
5/22/2006,55.7,48.2,14.81,0.12,8510,1.291666667,0.077416667,0
5/23/2006,57.3,44.9,14.82,0.12,8537,1.2625,0.068041667,0
5/24/2006,65.3,39.6,14.83,0.12,8510,1.504166667,0.069666667,0
5/25/2006,69.7,43,14.84,0.12,8134,2.208333333,0.186083333,7
5/26/2006,65.1,82.3,14.85,0.12,7648,3.675,0.367541667,7
5/27/2006,70.1,75.3,14.86,0.12,7834,3.758333333,0.228416667,0
5/28/2006,72.6,61.2,14.87,0.12,8159,2.583333333,0.193416667,0
5/29/2006,76.1,63,14.88,0.12,7849,3.3,0.301291667,0
5/30/2006,74,67.3,14.89,0.122083333,7868,3.7625,0.274166667,0
5/31/2006,68.2,77,14.9,0.127916667,7742,3.883333333,0.307375,7
6/1/2006,73,83,14.91,0.12,7465,4.170833333,0.582791667,0
6/2/2006,72.7,82.2,14.92,0.12,7480,4.775,0.649666667,7
6/3/2006,63.3,91.1,14.93,0.12,7644,4.7,0.40175,7
6/4/2006,63.6,69.2,14.94,0.12,8393,2.454166667,0.144791667,3
6/5/2006,65.8,68.2,14.95,0.12,8286,2.6,0.159166667,3
6/6/2006,65.3,76.7,14.96,0.12,8155,2.7625,0.213541667,7
6/7/2006,61.7,83.7,14.97,0.117916667,8169,3.5875,0.184208333,6
6/8/2006,62.8,79.4,14.98,0.11,8299,3.120833333,0.130708333,4
6/9/2006,67.7,66.5,14.99,0.11,8344,3.0625,0.175625,7
6/10/2006,62.8,56.1,15,0.11,8640,2.316666667,0.070125,0
6/11/2006,63.2,50.8,15.01,0.11,8592,1.8375,0.074625,0
6/12/2006,67.4,58.5,15.02,0.11,8376,2.658333333,0.1175,7
6/13/2006,74.4,53.8,15.03,0.114166667,8479,2.879166667,0.109291667,0
6/14/2006,72,65,15.04,0.13,8135,3.020833333,0.289666667,7
6/15/2006,72.5,50.8,15.05,0.13,8490,2.808333333,0.125875,4
6/16/2006,77.5,36.7,15.06,0.13,8535,2.208333333,0.099458333,0
6/17/2006,80,38.7,15.07,0.13,7935,2.7625,0.277416667,3
6/18/2006,83.9,48.1,15.08,0.13,8045,3.475,0.284958333,0
6/19/2006,83.2,53.1,15.09,0.13,7822,3.529166667,0.451791667,0
6/20/2006,79.8,55.8,15.1,0.13,8245,3.483333333,0.2205,0
6/21/2006,76.7,48,15.12,0.13,8572,2.3125,0.1205,0
6/22/2006,81.2,58.6,15.1092,0.13,7947,3.766666667,0.306416667,7
6/23/2006,80.8,59.6,15.0984,0.127916667,7922,4.491666667,0.36225,4
6/24/2006,73.7,87,15.0876,0.12,7581,5.075,0.5155,7
6/25/2006,73.2,83.5,15.0768,0.12,7971,4.858333333,0.203916667,7
6/26/2006,74,82.9,15.066,0.12,8061,4.5375,0.140791667,7
6/27/2006,76.6,77.5,15.0552,0.12,8215,3.820833333,0.126833333,7
6/28/2006,77.1,77.1,15.0444,0.12,7969,4.583333333,0.216125,7
6/29/2006,76.8,70.9,15.0336,0.12,7782,3.645833333,0.46175,7
6/30/2006,74.8,52,15.0228,0.12,8157,2.641666667,0.276958333,0
7/1/2006,78.7,47.9,15.012,0.12,8087,2.566666667,0.326541667,0
7/2/2006,81.8,54.9,15.0012,0.12,7703,3.908333333,0.502375,7
7/3/2006,83.3,55.2,14.9904,0.12,7927,4.216666667,0.277291667,3
7/4/2006,85.1,53.6,14.9796,0.12,7562,4.433333333,0.450708333,7
7/5/2006,76.6,72.2,14.9688,0.12,7730,4.65,0.331,7
7/6/2006,71.7,65.7,14.958,0.12,8308,3.279166667,0.141916667,7
7/7/2006,74.9,49.8,14.9472,0.12,8215,2.270833333,0.187833333,0
7/8/2006,76.7,55.6,14.9364,0.12,8009,2.8,0.277708333,7
7/9/2006,79.3,50.9,14.9256,0.12,7912,3.083333333,0.400708333,0
7/10/2006,78.2,58.4,14.9148,0.12,7661,3.341666667,0.478625,0
7/11/2006,83.3,59.4,14.904,0.12,7560,3.979166667,0.544583333,7
7/12/2006,80.2,75.8,14.8932,0.12,7510,4.845833333,0.432916667,7
7/13/2006,79,68.5,14.8824,0.12,7905,4.970833333,0.221125,7
7/14/2006,78.5,65.4,14.8716,0.12,8105,3.079166667,0.142916667,0
7/15/2006,78.3,64,14.8608,0.12,7748,3.433333333,0.324333333,3
7/16/2006,84,51.4,14.85,0.12,8174,3.425,0.130208333,0
7/17/2006,89.3,46.2,14.8392,0.12,7917,3.670833333,0.179125,0
7/18/2006,88.8,50.1,14.8284,0.12,7749,3.65,0.334333333,0
7/19/2006,79.2,67.3,14.8176,0.12,7668,3.704166667,0.37125,7
7/20/2006,75.9,72.6,14.8068,0.12,7746,3.991666667,0.216583333,3
7/21/2006,78.6,73.7,14.796,0.12,7130,4.608333333,0.586,7
7/22/2006,78.7,77.8,14.7852,0.12,7214,5.2625,0.499958333,7
7/23/2006,74.7,67.7,14.7744,0.12,7823,4.475,0.224583333,7
7/24/2006,78.3,56.2,14.7636,0.12,8085,2.479166667,0.120208333,0
7/25/2006,79.3,61,14.7528,0.122083333,7638,3.120833333,0.296375,7
7/26/2006,80.5,64,14.742,0.127916667,7368,3.6875,0.457083333,0
7/27/2006,82.5,68.9,14.7312,0.12,7163,4.420833333,0.564833333,1
7/28/2006,82.6,65.2,14.7204,0.12,7370,5.295833333,0.277291667,4
7/29/2006,84.6,54.3,14.7096,0.12,7719,3.6625,0.168333333,0
7/30/2006,84.9,53.5,14.6988,0.12,7479,4.279166667,0.278291667,0
7/31/2006,83.6,55.4,14.688,0.12,7539,3.720833333,0.206333333,0
8/1/2006,90.9,56.1,14.6772,0.12,7352,4.479166667,0.282083333,0
8/2/2006,93,51.7,14.6664,0.12,7361,4.170833333,0.228791667,0
8/3/2006,90.4,51,14.6556,0.117916667,7459,4.029166667,0.189083333,0
8/4/2006,84.5,55.5,14.6448,0.11,7395,4.466666667,0.199,3
8/5/2006,82.6,41.3,14.634,0.112083333,7769,2.325,0.093916667,0
8/6/2006,77.7,61.5,14.6,0.12,7397,3.233333333,0.173958333,0
8/7/2006,82.9,61.7,14.55,0.12,6906,4.4625,0.423,7
8/8/2006,80.5,50.5,14.5,0.12,7720,3,0.111583333,0
8/9/2006,76.9,45.2,14.45,0.12,7766,1.825,0.095125,0
8/10/2006,76.7,66.5,14.4,0.12,7037,2.766666667,0.313791667,0
8/11/2006,73.3,46.2,14.35,0.12,7820,1.991666667,0.079666667,0
8/12/2006,72.3,37.8,14.3,0.12,7816,1.45,0.070666667,0
8/13/2006,74.5,38.1,14.25,0.12,7681,1.670833333,0.072125,0
8/14/2006,79.8,46.5,14.2,0.12,7095,2.441666667,0.280166667,0
8/15/2006,77.6,63.6,14.15,0.12,6920,4.170833333,0.287041667,4
8/16/2006,78.8,50,14.1,0.12,7412,2.166666667,0.0815,0
8/17/2006,77.2,55.2,14.05,0.12,7321,2.320833333,0.115375,0
8/18/2006,76,62.2,14,0.12,7255,2.316666667,0.127166667,7
8/19/2006,76.2,70.9,13.95,0.12,6976,3.008333333,0.1885,7
8/20/2006,82.3,58.1,13.9,0.12,6806,4.25,0.266416667,0
8/21/2006,78,46.5,13.85,0.12,7387,2.2,0.058333333,0
8/22/2006,78.5,47,13.8,0.12,7233,1.820833333,0.078583333,0
8/23/2006,79.5,44,13.75,0.12,7039,2.391666667,0.131541667,0
8/24/2006,74.2,62.5,13.7,0.12,6533,2.8875,0.377333333,0
8/25/2006,72.3,78.5,13.65,0.12,5984,4.0375,0.677375,3
8/26/2006,68.2,77.8,13.6,0.12,6163,3.820833333,0.571791667,4
8/27/2006,69.3,78.6,13.55,0.12,6042,4.479166667,0.487833333,7
8/28/2006,73.6,85.6,13.5,0.12,6184,4.925,0.409458333,7
8/29/2006,68.9,85.2,13.45,0.12,6090,5.1125,0.296041667,4
8/30/2006,68.8,76.8,13.4,0.12,6370,4.3875,0.184333333,4
8/31/2006,68,53.6,13.35,0.12,6998,1.975,0.072583333,7
9/1/2006,66.5,68,13.3,0.117916667,6701,1.891666667,0.099291667,7
9/2/2006,65.3,81.9,13.25,0.11,6040,4.304166667,0.243958333,4
9/3/2006,71,68.7,13.2,0.112083333,6354,3.4375,0.146375,3
9/4/2006,70.1,57.8,13.15,0.12,6467,2.8125,0.100875,0
9/5/2006,66.8,74.8,13.1,0.12,6021,3.541666667,0.255166667,8
9/6/2006,69,69,13.05,0.12,6186,3.404166667,0.203291667,7
9/7/2006,72.7,60.8,13,0.12,6238,2.783333333,0.173125,0
9/8/2006,75.2,56.8,12.95,0.12,6035,2.525,0.274791667,0
9/9/2006,76.9,56.3,12.9,0.12,5779,2.858333333,0.4225,0
9/10/2006,69.4,60.6,12.85,0.12,6057,2.716666667,0.191291667,0
9/11/2006,64.2,50.9,12.8,0.12,6370,1.708333333,0.070833333,0
9/12/2006,62.5,43.5,12.75,0.12,6399,1.320833333,0.056291667,0
9/13/2006,65.7,60.1,12.7,0.117916667,5865,2.5875,0.14475,7
9/14/2006,67.8,83,12.65,0.11,5861,3.875,0.0805,7
9/15/2006,67.7,87.3,12.6,0.112083333,5581,3.916666667,0.177125,6
9/16/2006,71.2,70.8,12.55,0.12,5833,3.358333333,0.079208333,0
9/17/2006,73.5,66,12.5,0.12,5598,2.404166667,0.239833333,0
9/18/2006,74.7,65.5,12.45,0.12,5629,2.120833333,0.194708333,0
9/19/2006,73.6,72.7,12.4,0.117916667,5238,3.391666667,0.283041667,3
9/20/2006,67,55.5,12.35,0.11,5798,2.075,0.082375,0
9/21/2006,62.5,48.1,12.3,0.11,5924,1.283333333,0.061125,0
9/22/2006,65.1,53.3,12.25,0.11,5612,1.608333333,0.116958333,7
9/23/2006,70.9,71.2,12.17,0.11,5116,4.141666667,0.199041667,7
9/24/2006,76.1,66.9,12.1366,0.11,5227,4.245833333,0.1155,7
9/25/2006,69.1,48.1,12.1032,0.11,5618,1.866666667,0.065416667,0
9/26/2006,67,44.3,12.0698,0.11,5619,1.504166667,0.062416667,0
9/27/2006,66.3,66.5,12.0364,0.11,5137,1.9375,0.198375,0
9/28/2006,69.5,67,12.003,0.112083333,5162,2.166666667,0.159416667,0
9/29/2006,62.9,65.3,11.9696,0.12,5354,2.3375,0.107708333,0
9/30/2006,61,52.5,11.9362,0.117916667,5114,1.770833333,0.11275,0
10/1/2006,65.7,66.6,11.9028,0.112083333,5099,2.479166667,0.075083333,0
10/2/2006,63.5,55.8,11.8694,0.12,5256,1.691666667,0.045791667,0
10/3/2006,70.3,55,11.836,0.12,4917,2.429166667,0.085041667,0
10/4/2006,73.8,63.1,11.8026,0.12,4860,2.941666667,0.142958333,0
10/5/2006,62,59.2,11.7692,0.12,5211,2.166666667,0.0545,0
10/6/2006,57.5,56.8,11.7358,0.12,4907,1.945833333,0.06525,7
10/7/2006,58.1,61.7,11.7024,0.12,4709,2.791666667,0.067125,0
10/8/2006,61.8,61.6,11.669,0.12,4915,1.895833333,0.041291667,0
10/9/2006,68.8,58.1,11.6356,0.12,4770,1.9,0.046625,0
10/10/2006,67.8,61.2,11.6022,0.12,4714,1.9,0.073375,0
10/11/2006,62.3,79.8,11.5688,0.12,4463,2.7375,0.12325,7
10/12/2006,64.3,67.9,11.5354,0.12,4475,3.070833333,0.084875,3
10/13/2006,51.3,33.6,11.502,0.12,4859,0.7625,0.02975,0
10/14/2006,52.8,41.5,11.4686,0.12,4764,0.6875,0.036708333,0
10/15/2006,53,39.6,11.4352,0.12,4591,0.904166667,0.05,0
10/16/2006,55.4,51.8,11.4018,0.12,4508,1.1375,0.065166667,0
10/17/2006,58.7,76.6,11.3684,0.12,4167,2.708333333,0.07525,4
10/18/2006,67,75.1,11.335,0.12,4223,2.725,0.0635,3
10/19/2006,65.5,70.6,11.3016,0.12,4031,2.2625,0.154041667,1
10/20/2006,61.8,79.1,11.2682,0.12,4003,3.204166667,0.086875,0
10/21/2006,52.9,49.4,11.2348,0.12,4296,1.075,0.048625,0
10/22/2006,55.7,60.9,11.2014,0.12,4050,1.5875,0.104333333,4
10/23/2006,52.5,50.8,11.168,0.12,4211,1.304166667,0.0715,4
10/24/2006,47.9,51.4,11.1346,0.12,4133,0.9875,0.052583333,4
10/25/2006,49.7,50.9,11.1012,0.122083333,4107,1.104166667,0.03275,0
10/26/2006,47.9,50.8,11.0678,0.127916667,4100,0.895833333,0.026666667,0
10/27/2006,47.6,62.3,11.0344,0.12,3987,1.1125,0.064333333,0
10/28/2006,59,76,11.001,0.12,3522,2.8375,0.120916667,6
10/29/2006,50.4,35.2,10.9676,0.12,3955,0.783333333,0.033041667,0
10/30/2006,55.3,32.9,10.9342,0.12,3846,0.925,0.03375,0
10/31/2006,61.2,53.6,10.9008,0.12,3707,1.354166667,0.05925,7
11/1/2006,64,59.8,10.8674,0.12,3629,2.279166667,0.087458333,7
11/2/2006,51.1,58.6,10.834,0.12,3683,1.716666667,0.086541667,0
11/3/2006,44,43,10.8006,0.12,3777,0.616666667,0.044083333,0
11/4/2006,43.1,44.4,10.7672,0.117916667,3701,0.629166667,0.040083333,0
11/5/2006,45.6,44.6,10.7338,0.11,3450,1.116666667,0.09175,0
11/6/2006,50.6,47.2,10.7004,0.11,3489,1.170833333,0.0615,0
11/7/2006,57.4,84.1,10.667,0.11,3332,1.808333333,0.070208333,6
11/8/2006,58.8,90.5,10.6336,0.112083333,3191,3.279166667,0.044291667,6
11/9/2006,63.4,63.9,10.6002,0.12,3315,2.55,0.0305,0
11/10/2006,58.3,50.5,10.5668,0.12,3353,1.325,0.03,0
11/11/2006,58.5,77.3,10.5334,0.117916667,3097,2.275,0.070666667,7
11/12/2006,58.6,87.1,10.5,0.11,3023,3.066666667,0.074041667,6
11/13/2006,59.1,84.6,10.4666,0.11,3005,3.245833333,0.059125,7
11/14/2006,59.4,76.7,10.4332,0.11,3004,2.7625,0.067416667,3
11/15/2006,60.7,82.2,10.3998,0.11,2956,2.125,0.091833333,7
11/16/2006,65.2,84.4,10.3664,0.11,2909,2.9125,0.078166667,6
11/17/2006,60.2,59.7,10.333,0.11,2999,2.104166667,0.05525,0
11/18/2006,49.6,54.1,10.2996,0.11,3040,1.054166667,0.047333333,4
11/19/2006,46.8,57.9,10.2662,0.11,2992,1.283333333,0.056166667,4
11/20/2006,42.5,54.9,10.2328,0.11,3020,0.970833333,0.042041667,4
11/21/2006,42.1,52.8,10.1994,0.11,3066,0.6125,0.027333333,0
11/22/2006,44.8,55.5,10.166,0.11,2891,1.175,0.036166667,6
11/23/2006,44.6,79.8,10.1326,0.11,2716,2.383333333,0.05075,6
11/24/2006,51.7,36,10.0992,0.11,2967,1.129166667,0.022875,0
11/25/2006,46.8,64.5,10.0658,0.11,2920,0.608333333,0.033541667,0
11/26/2006,52.1,67.8,10.0324,0.11,2781,1.083333333,0.049666667,7
11/27/2006,56.3,61.6,9.999,0.11,2716,1.3,0.068708333,7
11/28/2006,53.9,74.1,9.9656,0.11,2584,1.525,0.150958333,7
11/29/2006,54.3,82.5,9.9322,0.107916667,2502,1.875,0.146833333,7
11/30/2006,62,77.2,9.8988,0.1,2553,2.808333333,0.060375,7
12/1/2006,63.7,78.9,9.8654,0.1,2473,3.5625,0.052625,7
12/2/2006,46.5,43.1,9.832,0.102083333,2760,0.783333333,0.041208333,0
12/3/2006,42.5,48,9.7986,0.11,2691,0.7,0.042375,0
12/4/2006,39.3,46.3,9.7652,0.11,2752,0.704166667,0.04975,0
12/5/2006,35,41.2,9.7318,0.11,2688,0.475,0.057416667,0
12/6/2006,43.1,49.8,9.6984,0.11,2586,0.804166667,0.04775,0
12/7/2006,45.5,50.5,9.665,0.11,2519,1.058333333,0.065666667,0
12/8/2006,27.4,45.2,9.6316,0.11,2739,0.3125,0.029,0
12/9/2006,34.2,37.6,9.5982,0.11,2577,0.6625,0.032625,0
12/10/2006,46.8,30.7,9.5648,0.107916667,2546,0.995833333,0.032833333,0
12/11/2006,51,35.9,9.5314,0.1,2502,1.225,0.038791667,0
12/12/2006,46.2,65.7,9.498,0.1,2448,1.583333333,0.0685,4
12/13/2006,53.9,80.6,9.4646,0.1,2347,1.945833333,0.069583333,7
12/14/2006,50.3,80.8,9.4312,0.1,2439,1.2875,0.06575,0
12/15/2006,48.8,78.9,9.3978,0.1,2377,1.370833333,0.07275,4
12/16/2006,47.6,49.3,9.3644,0.1,2533,0.9,0.036,0
12/17/2006,50.5,52,9.331,0.1,2371,1.466666667,0.077875,4
12/18/2006,54,54.4,9.2976,0.1,2203,2.179166667,0.125291667,7
12/19/2006,42.9,45.7,9.2642,0.1,2551,0.7,0.039125,0
12/20/2006,41.4,47.1,9.2308,0.1,2519,0.720833333,0.035208333,0
